variable,data_type,description,disposition,topic,subtopic,record_level
TJSRPDEBTVAL,Numeric,"Share of total debt against jointly-owned rental property as of the last day of the reference period [for respondents with a spouse or civil union partner in the household; this joint amount question is asked of only one spouse or partner, and this response is divided by 2 and copied to both spouses'/partners' records].",0,Assets,Joint Rental Property,Person
TJSRPDT_MED,Numeric,Median of topcoded values for TJSRPDEBTVAL,0,Assets,Joint Rental Property,Person
TJSRPDT_STD,Numeric,Standard deviation of topcoded values for TJSRPDEBTVAL,0,Assets,Joint Rental Property,Person
TJSRPGROINC,Numeric,"Share of total gross income earned over the reference period from jointly-owned rental property [for respondents with a spouse or civil union partner in the household; this joint amount question is asked of only one spouse or partner, and this response is divided by 2 and copied to both spouses'/partners' records].",2,Assets,Joint Rental Property,Person
TJSRPNETINC,Numeric,"Share of net income earned over the reference period from jointly-owned rental property [for respondents with a spouse or civil union partner in the household; this joint amount question is asked of only one spouse or partner, and this response is divided by 2 and copied to both spouses'/partners' records].",2,Assets,Joint Rental Property,Person
TJSRPVAL,Numeric,"Share of value of jointly-owned rental property as of the last day of the reference period [for respondents with a spouse or civil union partner in the household; this joint amount question is asked of only one spouse or partner, and this response is divided by 2 and copied to both spouses'/partners' records].",2,Assets,Joint Rental Property,Person
TJSRPVL_MED,Numeric,Median of topcoded values for TJSRPVAL,0,Assets,Joint Rental Property,Person
TJSRPVL_STD,Numeric,Standard deviation of topcoded values for TJSRPVAL,0,Assets,Joint Rental Property,Person
TOGRNC_MED,Numeric,Median of topcoded values for TORPGROINC,0,Assets,Joint Rental Property,Person
TOGRNC_STD,Numeric,Standard deviation of topcoded values for TORPGROINC,0,Assets,Joint Rental Property,Person
TONET_BMED,Numeric,Median of bottomcoded values for TORPNETINC,0,Assets,Joint Rental Property,Person
TONET_BSTD,Numeric,Standard deviation of bottomcoded values for TORPNETINC,0,Assets,Joint Rental Property,Person
TONET_TMED,Numeric,Median of topcoded values for TORPNETINC,0,Assets,Joint Rental Property,Person
TONET_TSTD,Numeric,Standard deviation of topcoded values for TORPNETINC,0,Assets,Joint Rental Property,Person
TORPDEBTVAL,Numeric,Total debt against individually-owned rental property as of the last day of the reference period.,2,Assets,Joint Rental Property,Person
TORPDT_MED,Numeric,Median of topcoded values for TORPDEBTVAL,0,Assets,Joint Rental Property,Person
TORPDT_STD,Numeric,Standard deviation of topcoded values for TORPDEBTVAL,0,Assets,Joint Rental Property,Person
TORPGROINC,Numeric,Total gross income earned over the reference period from individually-owned rental property.,1,Assets,Joint Rental Property,Person
TORPNETINC,Numeric,Net income earned over the reference period from individually-owned rental property.,1,Assets,Joint Rental Property,Person
TORPVAL,Numeric,Value of individually-owned rental property as of the last day of the reference period.,1,Assets,Joint Rental Property,Person
TORPVL_MED,Numeric,Median of topcoded values for TORPVAL,0,Assets,Joint Rental Property,Person
TORPVL_STD,Numeric,Standard deviation of topcoded values for TORPVAL,0,Assets,Joint Rental Property,Person
ELIFE_TYPE,Numeric,"Own any 'whole life', 'straight life', or 'universal life' policies",1,Assets,Life Insurance,Person
TCVAL_MED,Numeric,Median of topcoded values for TLIFE_CVAL (by demographic group),0,Assets,Life Insurance,Person
TCVAL_STD,Numeric,Standard deviation of topcoded values for TLIFE_CVAL (by demographic group),0,Assets,Life Insurance,Person
TFVAL_MED,Numeric,Median of topcoded values for TLIFE_FVAL (by demographic group),0,Assets,Life Insurance,Person
TFVAL_STD,Numeric,Standard deviation of topcoded values for TLIFE_FVAL (by demographic group),0,Assets,Life Insurance,Person
TLIFE_CVAL,Numeric,Cash value of life insurance policies as of the last day of the reference period.,2,Assets,Life Insurance,Person
TLIFE_FVAL,Numeric,Face value of life insurance policies as of the last day of the reference period.,2,Assets,Life Insurance,Person
EMHLOAN1SITE,Numeric,"Composition of the first mortgage or loan against the mobile home [this is household-level data, therefore this value is copied to every member of the household].",0,Assets,Mobile Home Loan,Household
EMHLOAN2SITE,Numeric,"Composition of the second mortgage or loan against the mobile home [this is household-level data, therefore this value is copied to every member of the household].",0,Assets,Mobile Home Loan,Household
TMHLOAN_MED,Numeric,Median of topcoded values for TMHLOANAMT,0,Assets,Mobile Home Loan,Household
TMHLOAN_STD,Numeric,Standard deviation of topcoded values for TMHLOANAMT,0,Assets,Mobile Home Loan,Household
EMHDEBT,Numeric,"Whether there were any mortgages or loans against the mobile home as of December of the reference period [such as mortgages, reverse mortgages, installment loans, contracts to purchase, and other debts held against the mobile home; this is household-level data, therefore this value is copied to every member of the household].",0,Assets,Mobile Homes,Household
TMHLOANAMT,Numeric,"Principal owed on the first three mortgages and loans against the mobile home as of December of the reference period [this is household-level data, therefore this value is copied to every member of the household].",0,Assets,Mobile Homes,Household
TMHLOAN_NUM,Numeric,"Number of mortgages and loans against the mobile home as of December of the reference period [this is household-level data, therefore this value is copied to every member of the household].",0,Assets,Mobile Homes,Household
TMHVAL,Numeric,"Value of mobile home owned as primary residence as of December of the reference period [this is household-level data, therefore this value is copied to every member of the household].",0,Assets,Mobile Homes,Household
TMHVAL_MED,Numeric,Median of topcoded values for TMHVAL,0,Assets,Mobile Homes,Household
TMHVAL_STD,Numeric,Standard deviation of topcoded values for TMHVAL,0,Assets,Mobile Homes,Household
EOOTDEBT,Numeric,Owed any money for other debts in own name only during the reference period.,2,Assets,Other Debt - Self,Person
TOOTDEBTVAL,Numeric,Amount of other debts owed in own name only as of the last day of the reference period.,2,Assets,Other Debt - Self,Person
TOOTDT_MED,Numeric,Median of topcoded values for TOOTDEBTVAL (by demographic group),0,Assets,Other Debt - Self,Person
TOOTDT_STD,Numeric,Standard deviation of topcoded values for TOOTDEBTVAL (by demographic group),0,Assets,Other Debt - Self,Person
EPRDEBT,Numeric,"Whether there were any mortgages or loans against the primary residence as of December of the reference period [that is not a mobile home; such as mortgages, reverse mortgages, home equity loans, and other debt held against the home; this is household-level data, therefore this value is copied to every member of the household].",1,Assets,Property,Household
TPRLOAN_NUM,Numeric,"Number of mortgages or loans against the primary residence as of December of the reference period [that is not a mobile home; this is household-level data, therefore this value is copied to every member of the household].",2,Assets,Property,Household
TPRVAL,Numeric,"Property value of primary residence as of December of the reference period [that is not a mobile home; this is household-level data, therefore this value is copied to every member of the household].",1,Assets,Property,Household
TPRVAL_MED,Numeric,Median of topcoded values for TPRVAL (by demographic group),0,Assets,Property,Household
TPRVAL_STD,Numeric,Standard deviation of topcoded values for TPRVAL (by demographic group),0,Assets,Property,Household
TRENTMORT,Numeric,"Amount the household paid for rent or mortgage in December of the reference period [this is household-level data, therefore this value is copied to every member of the household].",1,Assets,Property,Household
TRNTMT_MED,Numeric,Median of topcoded values for TRENTMORT (by demographic group),0,Assets,Property,Household
TRNTMT_STD,Numeric,Standard deviation of topcoded values for TRENTMORT (by demographic group),0,Assets,Property,Household
EPRLOAN1FXVR,Numeric,"Type of interest rate of the first mortgage or loan against the primary residence [that is not a mobile home; this is household-level data, therefore this value is copied to every member of the household].",2,Assets,Property Loan,Household
EPRLOAN1RATE,Numeric,"Annual interest rate of the first mortgage or loan against the primary residence [that is not a mobile home; this is household-level data, therefore this value is copied to every member of the household].",2,Assets,Property Loan,Household
EPRLOAN1TYPE,Numeric,"Type of mortgage of the first mortgage or loan against the primary residence [that is not a mobile home; this is household-level data, therefore this value is copied to every member of the household].",2,Assets,Property Loan,Household
EPRLOAN2FXVR,Numeric,"Type of interest rate of the second mortgage or loan against the primary residence [that is not a mobile home; this is household-level data, therefore this value is copied to every member of the household].",0,Assets,Property Loan,Household
EPRLOAN2RATE,Numeric,"Annual interest rate of the second mortgage or loan against the primary residence [that is not a mobile home; this is household-level data, therefore this value is copied to every member of the household].",0,Assets,Property Loan,Household
EPRLOAN2TYPE,Numeric,"Type of mortgage of the second mortgage or loan against the primary residence [that is not a mobile home; this is household-level data, therefore this value is copied to every member of the household].",0,Assets,Property Loan,Household
TPRLOAN1YRS,Numeric,"Total number of years over which payments are to be made on the first mortgage or loan against the primary residence [that is not a mobile home; this is household-level data, therefore this value is copied to every member of the household].",2,Assets,Property Loan,Household
TPRLOAN2YRS,Numeric,"Total number of years over which payments are to be made on the second mortgage or loan against the primary residence [that is not a mobile home; this is household-level data, therefore this value is copied to every member of the household].",0,Assets,Property Loan,Household
TPRLOANAMT,Numeric,"Principal owed on the first three mortgages and loans against the primary residence as of December of the reference period [that is not a mobile home; this is household-level data, therefore this value is copied to every member of the household].",2,Assets,Property Loan,Household
TPRLOAN_MED,Numeric,Median of topcoded values for TPRLOANAMT,0,Assets,Property Loan,Household
TPRLOAN_STD,Numeric,Standard deviation of topcoded values for TPRLOANAMT,0,Assets,Property Loan,Household
EBOATDEBT,Numeric,"Whether any money was owed on the boat as of the last day of the reference period [this is household-level data, therefore this value is copied to every member of the household].",0,Assets,Recreational Vehicles,Household
EBOATOWNER1,Numeric,"Person number of the first owner of the boat as of the last day of the reference period [this is household-level data, therefore this value is copied to every member of the household].",0,Assets,Recreational Vehicles,Household
EBOATOWNER2,Numeric,"Person number of the second owner of the boat as of the last day of the reference period [this is household-level data, therefore this value is copied to every member of the household].",0,Assets,Recreational Vehicles,Household
EMCYCDEBT,Numeric,"Whether any money was owed on the motorcycle as of the last day of the reference period [this is household-level data, therefore this value is copied to every member of the household].",0,Assets,Recreational Vehicles,Household
EMCYCOWNER1,Numeric,"Person number of the first owner of the motorcycle as of the last day of the reference period [this is household-level data, therefore this value is copied to every member of the household].",0,Assets,Recreational Vehicles,Household
EMCYCOWNER2,Numeric,"Person number of the second owner of the motorcycle as of the last day of the reference period [this is household-level data, therefore this value is copied to every member of the household].",0,Assets,Recreational Vehicles,Household
EORECDEBT,Numeric,"Whether any money was owed on the other recreational vehicle as of the last day of the reference period [this is household-level data, therefore this value is copied to every member of the household].",0,Assets,Recreational Vehicles,Household
EORECOWNER1,Numeric,"Person number of the first owner of the other recreational vehicle as of the last day of the reference period [this is household-level data, therefore this value is copied to every member of the household].",0,Assets,Recreational Vehicles,Household
EORECOWNER2,Numeric,"Person number of the second owner of the other recreational vehicle as of the last day of the reference period [this is household-level data, therefore this value is copied to every member of the household].",0,Assets,Recreational Vehicles,Household
EORECOWNER3,Numeric,"Person number of the third owner of the other recreational vehicle as of the last day of the reference period [this is household-level data, therefore this value is copied to every member of the household].",0,Assets,Recreational Vehicles,Household
EOWN_RECV,Numeric,"Whether any member of the household owned a motorcycle, boat, RV, or other recreational vehicle during the reference period [this is household-level data, therefore this value is copied to every member of the household].",1,Assets,Recreational Vehicles,Household
EREC_BOAT,Numeric,"Ownership of a boat by anyone in the household during the reference period [this is household-level data, therefore this value is copied to every member of the household].",1,Assets,Recreational Vehicles,Household
EREC_MCYC,Numeric,"Ownership of a motorcycle by anyone in the household during the reference period [this is household-level data, therefore this value is copied to every member of the household].",1,Assets,Recreational Vehicles,Household
EREC_OREC,Numeric,"Ownership of any other recreational vehicle by anyone in the household during the reference period [this is household-level data, therefore this value is copied to every member of the household].",1,Assets,Recreational Vehicles,Household
EREC_RV,Numeric,"Ownership of a RV by anyone in the household during the reference period [this is household-level data, therefore this value is copied to every member of the household].",1,Assets,Recreational Vehicles,Household
ERVDEBT,Numeric,"Whether any money was owed on the RV as of the last day of the reference period [this is household-level data, therefore this value is copied to every member of the household].",0,Assets,Recreational Vehicles,Household
ERVOWNER1,Numeric,"Person number of the first owner of the RV as of the last day of the reference period [this is household-level data, therefore this value is copied to every member of the household].",0,Assets,Recreational Vehicles,Household
ERVOWNER2,Numeric,"Person number of the second owner of the RV as of the last day of the reference period [this is household-level data, therefore this value is copied to every member of the household].",0,Assets,Recreational Vehicles,Household
TBOATDEBTVAL,Numeric,"Amount owed on the boat as of the last day of the reference period [this is household-level data, therefore this value is copied to every member of the household].",0,Assets,Recreational Vehicles,Household
TBOATDT_MED,Numeric,Median of topcoded values for TBOATDEBTVAL,0,Assets,Recreational Vehicles,Household
TBOATDT_STD,Numeric,Standard deviation of topcoded values for TBOATDEBTVAL,0,Assets,Recreational Vehicles,Household
TBOATVAL,Numeric,"Value of the boat as of the last day of the reference period [this is household-level data, therefore this value is copied to every member of the household].",0,Assets,Recreational Vehicles,Household
TBOATVL_MED,Numeric,Median of topcoded values for TBOATVAL,0,Assets,Recreational Vehicles,Household
TBOATVL_STD,Numeric,Standard deviation of topcoded values for TBOATVAL,0,Assets,Recreational Vehicles,Household
TMCYCDEBTVAL,Numeric,"Amount owed on the motorcycle as of the last day of the reference period [this is household-level data, therefore this value is copied to every member of the household].",0,Assets,Recreational Vehicles,Household
TMCYCDT_MED,Numeric,Median of topcoded values for TMCYCDEBTVAL,0,Assets,Recreational Vehicles,Household
TMCYCDT_STD,Numeric,Standard deviation of topcoded values for TMCYCDEBTVAL,0,Assets,Recreational Vehicles,Household
TMCYCVAL,Numeric,"Value of the motorcycle as of the last day of the reference period [this is household-level data, therefore this value is copied to every member of the household].",0,Assets,Recreational Vehicles,Household
TMCYCVL_MED,Numeric,Median of topcoded values for TMCYCVAL,0,Assets,Recreational Vehicles,Household
TMCYCVL_STD,Numeric,Standard deviation of topcoded values for TMCYCVAL,0,Assets,Recreational Vehicles,Household
TORECDEBTVAL,Numeric,"Amount owed on the other recreational vehicle as of the last day of the reference period [this is household-level data, therefore this value is copied to every member of the household].",0,Assets,Recreational Vehicles,Household
TORECVAL,Numeric,"Value of the other recreational vehicle as of the last day of the reference period [this is household-level data, therefore this value is copied to every member of the household].",0,Assets,Recreational Vehicles,Household
TRECDT_MED,Numeric,Median of topcoded values for TORECDEBTVAL,0,Assets,Recreational Vehicles,Household
TRECDT_STD,Numeric,Standard deviation of topcoded values for TORECDEBTVAL,0,Assets,Recreational Vehicles,Household
TRECVL_MED,Numeric,Median of topcoded values for TORECVAL,0,Assets,Recreational Vehicles,Household
TRECVL_STD,Numeric,Standard deviation of topcoded values for TORECVAL,0,Assets,Recreational Vehicles,Household
TRVDEBTVAL,Numeric,"Amount owed on the RV as of the last day of the reference period [this is household-level data, therefore this value is copied to every member of the household].",0,Assets,Recreational Vehicles,Household
TRVDT_MED,Numeric,Median of topcoded values for TRVDEBTVAL,0,Assets,Recreational Vehicles,Household
TRVDT_STD,Numeric,Standard deviation of topcoded values for TRVDEBTVAL,0,Assets,Recreational Vehicles,Household
TRVVAL,Numeric,"Value of the RV as of the last day of the reference period [this is household-level data, therefore this value is copied to every member of the household].",0,Assets,Recreational Vehicles,Household
TRVVL_MED,Numeric,Median of topcoded values for TRVVAL,0,Assets,Recreational Vehicles,Household
TRVVL_STD,Numeric,Standard deviation of topcoded values for TRVVAL,0,Assets,Recreational Vehicles,Household
EJOMFINCTYPE,Numeric,Type of dividends received from jointly-owned mutual funds during the reference period [for respondents without a spouse in the household either at the end of the reference period or at the time of interview or without a civil union partner in the household at the end of the reference period].,0,Assets,Stocks and Mutual Funds,Person
EJOSTINCTYPE,Numeric,Type of dividends received from jointly-owned stocks during the reference period [for respondents without a spouse in the household either at the end of the reference period or at the time of interview or without a civil union partner in the household at the end of the reference period].,0,Assets,Stocks and Mutual Funds,Person
EJSMFINCTYPE,Numeric,Type of dividends received from jointly-owned mutual funds during the reference period [for respondents with a spouse or civil union partner in the household].,0,Assets,Stocks and Mutual Funds,Person
EJSSTINCTYPE,Numeric,Type of dividends received from jointly-owned stocks during the reference period [for respondents with a spouse or civil union partner in the household].,0,Assets,Stocks and Mutual Funds,Person
EOMFINCTYPE,Numeric,Type of dividends received from individually-owned mutual funds during the reference period.,0,Assets,Stocks and Mutual Funds,Person
EOSTINCTYPE,Numeric,Type of dividends received from individually-owned stocks during the reference period.,0,Assets,Stocks and Mutual Funds,Person
TJOMFINC,Numeric,Share of dividend income earned over the reference period from jointly-owned mutual funds [for respondents without a spouse in the household either at the end of the reference period or at the time of interview or without a civil union partner in the household at the end of the reference period].,0,Assets,Stocks and Mutual Funds,Person
TJOMFNC_MED,Numeric,Median of topcoded values for TJOMFINC,0,Assets,Stocks and Mutual Funds,Person
TJOMFNC_STD,Numeric,Standard deviation of topcoded values for TJOMFINC,0,Assets,Stocks and Mutual Funds,Person
TJOMFVAL,Numeric,Share of value of jointly-owned mutual funds as of the last day of the reference period [for respondents without a spouse in the household either at the end of the reference period or at the time of interview or without a civil union partner in the household at the end of the reference period].,0,Assets,Stocks and Mutual Funds,Person
TJOMFVL_MED,Numeric,Median of topcoded values for TJOMFVAL,0,Assets,Stocks and Mutual Funds,Person
TJOMFVL_STD,Numeric,Standard deviation of topcoded values for TJOMFVAL,0,Assets,Stocks and Mutual Funds,Person
TJOSTINC,Numeric,Share of dividend income earned over the reference period from jointly-owned stocks [for respondents without a spouse in the household either at the end of the reference period or at the time of interview or without a civil union partner in the household at the end of the reference period].,0,Assets,Stocks and Mutual Funds,Person
TJOSTNC_MED,Numeric,Median of topcoded values for TJOSTINC,0,Assets,Stocks and Mutual Funds,Person
TJOSTNC_STD,Numeric,Standard deviation of topcoded values for TJOSTINC,0,Assets,Stocks and Mutual Funds,Person
TJOSTVAL,Numeric,Share of value of jointly-owned stocks as of the last day of the reference period [for respondents without a spouse in the household either at the end of the reference period or at the time of interview or without a civil union partner in the household at the end of the reference period].,0,Assets,Stocks and Mutual Funds,Person
TJOSTVL_MED,Numeric,Median of topcoded values for TJOSTVAL,0,Assets,Stocks and Mutual Funds,Person
TJOSTVL_STD,Numeric,Standard deviation of topcoded values for TJOSTVAL,0,Assets,Stocks and Mutual Funds,Person
TJSMFINC,Numeric,"Share of dividend income earned over the reference period from jointly-owned mutual funds [for respondents with a spouse or civil union partner in the household; this joint amount question is asked of only one spouse/partner, and this response is divided by 2 and copied to both spouses'/partners' records].",0,Assets,Stocks and Mutual Funds,Person
TJSMFNC_MED,Numeric,Median of topcoded values for TJSMFINC,0,Assets,Stocks and Mutual Funds,Person
TJSMFNC_STD,Numeric,Standard deviation of topcoded values for TJSMFINC,0,Assets,Stocks and Mutual Funds,Person
TJSMFVAL,Numeric,"Share of value of jointly-owned mutual funds as of the last day of the reference period [for respondents with a spouse or civil union partner in the household; this joint amount question is asked of only one spouse or partner, and this response is divided by 2 and copied to both spouses'/partners' records].",0,Assets,Stocks and Mutual Funds,Person
TJSMFVL_MED,Numeric,Median of topcoded values for TJSMFVAL,0,Assets,Stocks and Mutual Funds,Person
TJSMFVL_STD,Numeric,Standard deviation of topcoded values for TJSMFVAL,0,Assets,Stocks and Mutual Funds,Person
TJSSTINC,Numeric,"Share of dividend income earned over the reference period from jointly-owned stocks [for respondents with a spouse or civil union partner in the household; this joint amount question is asked of only one spouse/partner, and this response is divided by 2 and copied to both spouses'/partners' records].",0,Assets,Stocks and Mutual Funds,Person
TJSSTNC_MED,Numeric,Median of topcoded values for TJSSTINC,0,Assets,Stocks and Mutual Funds,Person
TJSSTNC_STD,Numeric,Standard deviation of topcoded values for TJSSTINC,0,Assets,Stocks and Mutual Funds,Person
TJSSTVAL,Numeric,"Share of value of jointly-owned stocks as of the last day of the reference period [for respondents with a spouse or civil union partner in the household; this joint amount question is asked of only one spouse or partner, and this response is divided by 2 and copied to both spouses'/partners' records].",0,Assets,Stocks and Mutual Funds,Person
TJSSTVL_MED,Numeric,Median of topcoded values for TJSSTVAL,0,Assets,Stocks and Mutual Funds,Person
TJSSTVL_STD,Numeric,Standard deviation of topcoded values for TJSSTVAL,0,Assets,Stocks and Mutual Funds,Person
TOMFINC,Numeric,Total dividend income earned over the reference period from individually-owned mutual funds.,0,Assets,Stocks and Mutual Funds,Person
TOMFNC_MED,Numeric,Median of topcoded values for TOMFINC,0,Assets,Stocks and Mutual Funds,Person
TOMFNC_STD,Numeric,Standard deviation of topcoded values for TOMFINC,0,Assets,Stocks and Mutual Funds,Person
TOMFVAL,Numeric,Value of individually-owned mutual funds as of the last day of the reference period.,1,Assets,Stocks and Mutual Funds,Person
TOMFVL_MED,Numeric,Median of topcoded values for TOMFVAL,0,Assets,Stocks and Mutual Funds,Person
TOMFVL_STD,Numeric,Standard deviation of topcoded values for TOMFVAL,0,Assets,Stocks and Mutual Funds,Person
TOSTINC,Numeric,Total dividend income earned over the reference period from individually-owned stocks.,0,Assets,Stocks and Mutual Funds,Person
TOSTNC_MED,Numeric,Median of topcoded values for TOSTINC,0,Assets,Stocks and Mutual Funds,Person
TOSTNC_STD,Numeric,Standard deviation of topcoded values for TOSTINC,0,Assets,Stocks and Mutual Funds,Person
TOSTVAL,Numeric,Value of individually-owned stocks as of the last day of the reference period.,1,Assets,Stocks and Mutual Funds,Person
TOSTVL_MED,Numeric,Median of topcoded values for TOSTVAL,0,Assets,Stocks and Mutual Funds,Person
TOSTVL_STD,Numeric,Standard deviation of topcoded values for TOSTVAL,0,Assets,Stocks and Mutual Funds,Person
EDEBT_CC,Numeric,Owed any money for credit cards or store bills during the reference period.,1,Assets,Unsecured Liabilities,Person
EDEBT_ED,Numeric,Owed any money for student loans or educational-related expenses during the reference period.,1,Assets,Unsecured Liabilities,Person
EDEBT_MED,Numeric,Whether any money was owed for medical bill not paid in full during the reference period.,1,Assets,Unsecured Liabilities,Person
EDEBT_OT,Numeric,"Owed any money for other debts during the reference period [such as medical bills not covered by insurance, loans obtained through a bank or credit union, money owed to private individuals, debt held against mutual funds or stocks].",1,Assets,Unsecured Liabilities,Person
TDEBT_CC,Numeric,"Person-level sum of amount owed on credit card debt and store bills (TJSCCDEBTVAL, TOCCDEBTVAL)",2,Assets,Unsecured Liabilities,Person
TDEBT_ED,Numeric,Person-level sum of value of educational debt (TJSEDDEBTVAL TOEDDEBTVAL),2,Assets,Unsecured Liabilities,Person
TDEBT_OT,Numeric,"Person-level sum of amount owed on other debt (TJSOTDEBTVAL, TOOTDEBTVAL)",2,Assets,Unsecured Liabilities,Person
TMED_AMT,Numeric,Whether any money was owed for medical bills not paid in full during the reference period.,2,Assets,Unsecured Liabilities,Person
TMED_AMT_MED,Numeric,Median of topcoded values for TMED_AMT (by demographic group),0,Assets,Unsecured Liabilities,Person
TMED_AMT_STD,Numeric,Standard deviation of topcoded values for TMED_AMT (by demographic group),0,Assets,Unsecured Liabilities,Person
ERMU_PAYER1,Numeric,"Person number of the first household member who paid for basic utilities and/or mortgage or rent in December of the reference period [this is household-level data, therefore this value is copied to every member of the household].",2,Assets,Utilities,Household
ERMU_PAYER2,Numeric,"Person number of the second household member who paid for basic utilities and/or mortgage or rent in December of the reference period [this is household-level data, therefore this value is copied to every member of the household].",0,Assets,Utilities,Household
ERMU_PAYER3,Numeric,"Person number of the third household member who paid for basic utilities and/or mortgage or rent in December of the reference period [this is household-level data, therefore this value is copied to every member of the household].",0,Assets,Utilities,Household
TRMU_AMT1,Numeric,"Amount paid by the first household member who paid for basic utilities and/or mortgage or rent in December of the reference period [this is household-level data, therefore this value is copied to every member of the household].",0,Assets,Utilities,Household
TRMU_AMT2,Numeric,"Amount paid by the second household member who paid for basic utilities and/or mortgage or rent in December of the reference period [this is household-level data, therefore this value is copied to every member of the household].",0,Assets,Utilities,Household
TRMU_AMT3,Numeric,"Amount paid by the third household member who paid for basic utilities and/or mortgage or rent in December of the reference period [this is household-level data, therefore this value is copied to every member of the household].",0,Assets,Utilities,Household
TUTILS,Numeric,"Amount the household paid for basic utilities in December of the reference period [this is household-level data, therefore this value is copied to every member of the household].",1,Assets,Utilities,Household
TUTILS_MED,Numeric,Median of topcoded values for TUTILS (by demographic group),0,Assets,Utilities,Household
TUTILS_STD,Numeric,Standard deviation of topcoded values for TUTILS (by demographic group),0,Assets,Utilities,Household
RFAMNUM,Numeric,Monthly family number for individuals in households,0,Demographics,Demographics Recodes,Person
RFAMNUMWT2,Numeric,Monthly family number for individuals in households (with Type 2 persons),0,Demographics,Demographics Recodes,Person
TAGE_EHC,Numeric,Monthly age during the reference year.,0,Demographics,Age,Person-month
RFAMREF,Numeric,Person number of the family reference person,0,Demographics,Demographics Recodes,Person-month
EAF_HHLD,Numeric,Did anyone in this household ever serve on active duty in the U.S. Armed Forces?,0,Demographics,Demographics,Household
RFAMREFWT2,Numeric,Person number of the family reference person (with Type 2 persons),0,Demographics,Demographics Recodes,Person-month
EDOB_BMONTH,Numeric,Month of birth,1,Demographics,Age,Person
TAGE,Numeric,Age as of last birthday,1,Demographics,Age,Person
RCHTYP1,Numeric,Way child is related to respondent,0,Demographics,Demographics Recodes,Person
RCHTYP10,Numeric,Way child is related to respondent,0,Demographics,Demographics Recodes,Person
RCHTYP2,Numeric,Way child is related to respondent,0,Demographics,Demographics Recodes,Person
RCHTYP3,Numeric,Way child is related to respondent,0,Demographics,Demographics Recodes,Person
RCHTYP4,Numeric,Way child is related to respondent,0,Demographics,Demographics Recodes,Person
RCHTYP5,Numeric,Way child is related to respondent,0,Demographics,Demographics Recodes,Person
RCHTYP6,Numeric,Way child is related to respondent,0,Demographics,Demographics Recodes,Person
RCHTYP7,Numeric,Way child is related to respondent,0,Demographics,Demographics Recodes,Person
RCHTYP8,Numeric,Way child is related to respondent,0,Demographics,Demographics Recodes,Person
RCHTYP9,Numeric,Way child is related to respondent,0,Demographics,Demographics Recodes,Person
ESPEAK,Numeric,Does ... speak a language other than English at home?,1,Demographics,Demographics,Person
RFAMKINDWT2,Numeric,Kind of family (with Type 2 persons),0,Demographics,Demographics Recodes,Person
RAFEVER,Numeric,Did this person ever serve on active duty in the U.S. Armed Forces?,1,Demographics,Demographics,Person
RANY5,Numeric,Indicator of children under the age of 5 at any month during the reference period,1,Demographics,Demographics Recodes,Person
RFAMKIND,Numeric,Kind of family,1,Demographics,Demographics Recodes,Person-month
RFPERSONS,Numeric,Number of persons in family,1,Demographics,Demographics Recodes,Person
RFPERSONSWT2,Numeric,Number of persons in family (with Type 2 persons),1,Demographics,Demographics Recodes,Person
RFRELU18,Numeric,Number of persons in family under 18 years,1,Demographics,Demographics Recodes,Person
RFRELU18WT2,Numeric,Number of persons in family under 18 years (with Type 2 persons),1,Demographics,Demographics Recodes,Person
RHNUM65OVER,Numeric,Number of persons in household 65 years and over this month,1,Demographics,Demographics Recodes,Person
RHNUM65OVRT2,Numeric,Number of persons in household 65 years and over this month (with Type 2 persons),1,Demographics,Demographics Recodes,Person
RLNGISOL,Numeric,"Recode indicating if respondent lives in a limited English-speaking household (a household in which no one 14 and over speaks English or speaks a language other than English at home and speaks English ""Very well"").",1,Demographics,Demographics Recodes,Person
RHNUMPER,Numeric,Number of persons in household this month,0,Demographics,Demographics Recodes,Person
RHNUMPERWT2,Numeric,Number of persons in household this month (with Type 2 persons),0,Demographics,Demographics Recodes,Person
RHNUMU18,Numeric,Number of persons in household under 18 years this month,0,Demographics,Demographics Recodes,Person
RHNUMU18WT2,Numeric,Number of persons in household under 18 years this month (with Type 2 persons),0,Demographics,Demographics Recodes,Person
EEDUC,Numeric,What is the highest level of school ... completed or the highest degree received by December of (reference year)?,1,Demographics,Educational Attainment,Person
RPAR1SEX,Numeric,Parent 1 sex at interview month,0,Demographics,Demographics Recodes,Person
RPAR1SEX_EHC,Numeric,Parent 1 sex at this month,0,Demographics,Demographics Recodes,Person-month
RPAR1TYP_EHC,Numeric,Type of relationship to parent 1 at this month,0,Demographics,Demographics Recodes,Person-month
RPAR2SEX,Numeric,Parent 2 sex at interview month,0,Demographics,Demographics Recodes,Person
RPAR2SEX_EHC,Numeric,Parent 2 sex at this month,0,Demographics,Demographics Recodes,Person-month
RPAR2TYP_EHC,Numeric,Type of relationship to parent 2 at this month,0,Demographics,Demographics Recodes,Person-month
RPNCHILD1,Numeric,Person number of child 1,0,Demographics,Demographics Recodes,Person
RPNCHILD10,Numeric,Person number of child 10,0,Demographics,Demographics Recodes,Person
RPNCHILD2,Numeric,Person number of child 2,0,Demographics,Demographics Recodes,Person
RPNCHILD3,Numeric,Person number of child 3,0,Demographics,Demographics Recodes,Person
RPNCHILD4,Numeric,Person number of child 4,0,Demographics,Demographics Recodes,Person
